query	expect_answer	is_exact	answer	answer_from

1000号餐饮酒店的英文名称	Hotel Restaurant 1000	1	Hotel Restaurant 1000	来自百度百科

-10的读作	负十	1	负十	来自百度百科

1-氨基-3-氨甲基-3,5,5-三甲基环己烷的别名	IPDA、异佛尔酮二胺	1	IPDA、异佛尔酮二胺	来自百度百科

(2012.12)-行政与执行法律文件解读-总第96辑的作者	江必新 编	1	江必新	来自百度百科

0-3岁儿童观察与评估的作者	周念丽	1	周念丽	来自百度百科

10千兆以太网交换机的别名	10G以太网交换机	1	10G以太网交换机	来自百度百科

1-甲基-3-哌啶甲酸乙酯的分子量	171.24	1	171.24	来自百度百科

1538年的农历	戊戌年	1	戊戌年	来自百度百科

11.24贵州六盘水煤矿事故的地点	煤矿	1	中国贵州	来自百度百科

12·29宁芜线火车与轿车相撞事故的时间	2011年12月29日4时58分	1	2011年12月29日4时58分	来自百度百科

101种最经典的轰炸机的出版社	湖北少儿出版社	1	湖北少儿出版社	来自百度百科

1-氯萘的别名	α-氯萘	1	1-Chloronaphthalene、α-氯萘	来自百度百科

1383年的年号	癸亥年、洪武十六年	1	洪武十六年、癸亥年	来自百度百科

12232皇帝的作者	天涯游骑	1	天涯游骑	来自百度百科

06SG311-1混凝土结构加固构造的页数	256	1	256页	来自百度百科

0~7岁自闭儿的教养的页数	288	1	288页	来自百度百科

160的中文名	160	1	一百六十	来自百度百科

1525年的年代	1520年代	1	16世纪20年代	来自百度知识图谱

06-07双霸合辑影音DVD的唱片公司	海蝶音乐	1	海蝶音乐	来自百度百科

168 Motel - 中坜馆的英文名称	168 Motel - Zhongli	1	168 Motel - Zhongli	来自百度百科

1839年的一位神甫的写作时间	1846/1847年	1	1846/1847年	来自百度百科

0-3岁宝宝营养食谱的作者	<a>张凡</a>	1	张凡	来自百度百科

15天巧夺100分数学一年级13春的出版时间	2013-1	1	2013年1月	来自百度百科

12画面分割器的HDMI分辨率	1920*1080	1	1920*1080	来自百度百科

1050纯铝的用途	电缆的防护套	1	电缆的防护套	来自百度百科

0-3岁早教卡/幼儿启蒙大图卡的作者	吴迪	1	吴迪	来自百度百科

12·25浙江温岭泽国镇鞋厂火灾的时间	2011年12月25日14时35分	1	2011年12月25日14时35分	来自百度百科

06Ni9DR的级别	-196℃级	1	-196℃级	来自百度百科

1301年的年号	大德五年	1	大德五年	来自百度百科

1-Boc-3-羟甲基哌啶的分子量	:215.2893	1	215.2893	来自百度百科

12V高压水泵的型号	：HSP11050	1	HSP11050	来自百度百科

11·22淮阳县灭门案的时间	2013年11月22日2时21分	1	2013年11月22日2时21分	来自百度百科

0-2岁宝宝book：玩具的作者	陈长海	1	陈长海	来自百度百科

0-3岁认知大全的出版时间	2009-7-1	1	2009年7月1日	来自百度百科

1,2-双(联苯代磷甲基)-苯的外文名	:1,2-Bis(diphenylphosphinomethyl)benzene	1	1,2-Bis(diphenylphosphinomethyl)benzene	来自百度百科

1428年的农历	戊申年（<a>猴年</a>）	1	戊申年(猴年)	来自百度百科

100位为新中国成立作出突出贡献的英雄模范人物：赵世炎的出版时间	第1版 (2011年4月1日)	1	2011年4月1日(第1版)	来自百度百科

108张宝宝聪明卡（2-5岁适用）的出版时间	2008-01-01	1	2008年1月1日	来自百度百科

12种复合维生素的剂型	橙黄色冻干块状物或粉末。	1	橙黄色冻干块状物或粉末。	来自百度百科

150种植物增产剂配方与制作的作者	<a>李东光</a>	1	李东光	来自百度百科

09版西游记的作者	江寒雪	1	江寒雪	来自百度百科

17.5丰城今典影城的谐音	一起玩”	1	一起玩”	来自百度百科

1000个自然图案/现代设计黑白图案精选的出版时间	1999-01-01	1	1999年1月1日	来自百度百科

13字词句段篇章一年级的作者	陈永梅 编	1	陈永梅	来自百度百科

.深圳市友亿成照明有限公司的公司名称	深圳市友亿成照明有限公司	1	深圳市友亿成照明有限公司	来自百度百科

18岁以前要上的十二堂人生课的出版时间	2009年9月	1	2009年9月	来自百度百科

1348年的别名	元朝<a>至正</a>八年	1	one thousand three hundred and forty-eight、元朝至正八年	来自百度百科

1016年的年号	北宋大中祥符九年	1	北宋大中祥符九年	来自百度百科

1-2岁完全教养的出版时间	2008-4-1	1	2008年4月1日	来自百度百科

10种暗示法引领孩子进步的页数	218	1	218页	来自百度百科

0～12个月视觉激发：色彩世界的页数	12页	1	12页	来自百度百科

16号奇维科住宿加早餐旅馆的地理位置	老城区	1	老城区	来自百度百科

1-氟吡啶三氟甲磺酸盐的外文名	1-Fluoropyridinium Trifluoromethanesulfonate[Fluorinating Reagent]	1	1-Fluoropyridinium Trifluoromethanesulfonate[Fluorinating Reagent]	来自百度百科

10TSUBASA的外文名	おおぞら　つばさ	1	おおぞら　つばさ	来自百度百科

07式军服的外文名	The 07 type military uniform	1	People's Republic of China 07-type military uniforms	来自百度百科

15分钟打造高效团队的出版社	<a>中信出版社</a>	1	中信出版社	来自百度百科

0.8的幸福哲学的作者	张笑恒	1	张笑恒	来自百度百科

1-甲基-4-苄基哌嗪盐酸盐的熔点	158-160°C	1	158摄氏度-160摄氏度	来自百度百科

13岁前妈妈要为孩子做的N件事的作者	<a>茜茜</a>	1	茜茜	来自百度百科

100年以后的主角	马兔等	1	马兔等	来自百度百科

10·4匈牙利维斯普雷姆铝厂有毒废水泄漏事故的国家	匈牙利	1	匈牙利	来自百度百科

158产业城的占地面积	158亩	1	158亩	来自百度百科

18军的时间	1949年12月	1	1949年12月	来自百度百科

12.16湖北巴东地震的震级	4.5级	1	4.5级	来自百度百科

10kV及以下配电线路典型故障分析与预防的作者	丁荣、佟岩冰、王书孟	1	丁荣、王书孟	来自百度百科

11·15K157次列车车厢脱轨事件的发生时间	2010年11月15日凌晨3时许	1	2010年11月15日	来自百度百科

1104工程的时间	2003年11月4日	1	2003年11月4日	来自百度百科

*龙的传人*的作者	xiezuqing	1	xiezuqing	来自百度百科

(R)-N-（2,2-二氟亚乙基）-1-苯乙胺的CAS号	160797-29-5	1	160797-29-5	来自百度百科

100梅特里达尔梵蒂冈酒店的英文名称	A 100 metri dal Vaticano	1	A 100 metri dal Vaticano	来自百度百科

12·7广西南丹车祸的事发时间	2011年12月7日6时左右	1	2011年12月7日	来自百度百科

1306轴承的型号	1306	1	1306	来自百度百科

0-1岁智力开发的出版时间	第1版 (2006年1月1日)	1	2006年1月1日(第1版)	来自百度百科

11.29莫桑比克空难的时间	2013年11月29日	1	2013年11月29日	来自百度百科

09级穿越生的作者	檀蔚儿	1	檀蔚儿	来自百度百科

.thumbnails的外文名	thumbnails	1	thumbnails	来自百度百科

14届国家级企业管理创新成果2008（套装上下册）的出版时间	2008-3	1	2008年3月	来自百度百科

18岁前应该体验的18种经历的作者	陆士桢 编	1	陆士桢	来自百度百科

10℃间的美丽肌肤的出版时间	2006-1-1	1	2006年1月1日	来自百度百科

13个银行家：下一次金融危机的真实图景的出版时间	第1版 (2010年10月1日)	1	2010年10月1日(第1版)	来自百度百科

14的罗马数字	XIV	1	XIV	来自百度百科

****少女——柳燕儿的作者	D调小燕子	1	小燕子	来自百度百科

1200条成语接龙趣味游戏的页数	203	1	203页	来自百度百科

11·2福建福州船只撞桥事故的伤亡人数	18人	1	18人	来自百度百科

1000MW超超临界火电机级施工热控工程施工的出版时间	2012-03-01	1	2012年3月1日	来自百度百科

1-2岁宝宝智能发育监测图的作者	鲍秀兰等编	1	鲍秀兰	来自百度百科

11天的出品公司	青年电影制片厂	1	青年电影制片厂	来自百度百科

1-乙基-3-甲基咪唑四氯铁酸盐的外文名	1-Ethyl-3-methylimidazolium Tetrachloroferrate	1	1-Ethyl-3-methylimidazolium Tetrachloroferrate	来自百度百科

1-溴全氟庚烷的分子量	448.95	1	448.95	来自百度百科

0-3岁-呼噜噜卷-亲子故事绘本集的页数	59	1	59页	来自百度百科

150定律的别名	<a>邓巴数字</a>	1	Rule Of150、邓巴数字	来自百度百科

1733年的又称	清雍正十一年	1	清雍正十一年	来自百度百科

(2CD)蒙古民歌的出版时间	1900-01-01	1	1900年1月1日	来自百度百科

12道快乐工作鸡汤的出版时间	2003-6-1	1	2003年6月1日	来自百度百科

11·1希腊雅典邮包爆炸事件的时间	2010年11月1号	1	2010年11月1号	来自百度百科

18岁以前要知道的科普知识的出版时间	2008-09-01	1	2008年9月1日	来自百度百科

1-2岁宝宝护养全程宝典的出版时间	2007-10-1	1	2007年10月1日	来自百度百科

*今日营养餐丛书烧焖的出版时间	1970-1	1	1970年1月	来自百度百科

13月的上映时间	2006年9月30日	1	2006-09-30	来自百度知识图谱

05X101-2地下通信线缆敷设的出版时间	2009-8	1	2009年8月	来自百度百科

0-3岁婴幼儿保健护理的页数	121	1	121页	来自百度百科

0岁启蒙书：果蔬书的页数	24页	1	24页	来自百度百科

17棕榈考艾岛度假屋的酒店星级	4星级	1	四星级	来自百度百科

17孔桥的长度	150米	1	约150米	来自百度百科

10·13印度尼西亚巴厘岛地震的时间	2011年10月13日	1	2011年10月13日	来自百度百科

(R)-2-甲基-CBS-恶唑硼烷的外文名	(R)-(+)-2-Methyl-CBS-oxazaborolidinesolution	1	(R)-(+)-2-Methyl-CBS-oxazaborolidinesolution	来自百度百科

0～3岁超级闪卡王的作者	崔钟雷 编	1	崔钟雷	来自百度百科

1-哌啶乙酸乙酯的分子量	172.2442	1	172.2442	来自百度百科

1-3岁宝宝健康吃的出版时间	第1版 (2011年5月1日)	1	2011年5月1日(第1版)	来自百度百科

09中国建筑表现集成1的页数	299页	1	299页	来自百度百科

1101年的又称	北宋<a>建中靖国</a>元年	1	北宋建中靖国元年	来自百度百科

.NET Web服务解决方案应用编程的译者	袁然	1	袁然	来自百度百科

10·23土耳其地震的震级	7.2级	1	7.2级	来自百度百科

10*10中国杰出室内设计师3的作者	中国建筑学会室内设计分会 编	1	中国建筑学会室内设计分会	来自百度百科

1429年4月29日的时代	明朝	1	明朝	来自百度百科

1127年的农历	丁未年	1	丁未年	来自百度百科

1356年金玺诏书的国家	罗马帝国	1	罗马帝国	来自百度百科

12V升24V 直流电源升压器的输出电压	：DC 24v	1	DC 24v	来自百度百科

100位为新中国成立作出突出贡献的英雄模范人物：郭俊卿的出版时间	2011年4月1日	1	2011年4月1日	来自百度百科

11天突破考研词汇的页数	290	1	290页	来自百度百科

12星座芳香疗法的译者	王蘊潔	1	王蘊潔	来自百度百科

101个科学常识的作者	譯／吳德君、圖／金知訓、金善嬉	1	吳德君、金善嬉、金知訓	来自百度百科

10分钟亲子小练习的出版时间	2011年9月1日	1	2011年9月1日	来自百度百科

102忠狗的出版时间	2001-05	1	2001年5月	来自百度百科

17世纪白话小说的创作与传播的作者	许振东	1	许振东	来自百度百科

1077年的朝代	辽大康三年	1	辽大康三年	来自百度百科

13春星级口算天天练六年级数学R的页数	82	1	82页	来自百度百科

08年自我理财设计手册的页数	134页	1	134页	来自百度百科

15天巧夺100分语文一年级上的出版时间	2011-9	1	2011年9月	来自百度百科

16岁生日蛋糕的游戏大小	4620K	1	4620K	来自百度百科

100幅外国经典艺术作品的页数	100	1	100页	来自百度百科

18小时熟记新概念英语1152词汇的出版时间	2011年1月1日	1	2011年1月1日	来自百度百科

04G325吊车轨道联结及车挡的页数	48	1	48页	来自百度百科

1-壬烷磺酸钠的外文名	1-Nonanesulfonic acid sodium salt	1	1-Nonanesulfonic acid sodium salt	来自百度百科

07J920城市独立式公共厕所的出版时间	2008-5	1	2008年5月	来自百度百科

1.80飞龙版本的文件大小	23M	1	23M	来自百度百科

1,5-二磷酸核酮糖的英文简称	RUBP	1	RUBP	来自百度百科

12春尖子生学案八年级物理（下）的页数	342	1	342页	来自百度百科

100元吃遍上海的出版时间	2012年4月	1	2012年4月	来自百度百科

"931"现象的别名	成效比率	1	931现象、成效比率	来自百度百科

101宠物恋人的页数	223pages	1	223页	来自百度百科

13小学创新一点通三年级英语的出版时间	2011-12	1	2011年12月	来自百度百科

12·6高州地震的震中烈度	3.6级	1	3.6级	来自百度百科

1-氟-2,4,6-三甲基吡啶四氟硼酸盐的分子量	226.98	1	226.98	来自百度百科

1,1-亚甲基-2-萘酚的外文名	2-Naphthalenol,1,1'-methylenebis	1	2-Naphthalenol,1,1'-methylenebis	来自百度百科

1862年的生肖	狗年	1	戌狗(农历 壬戌年，阳历 0113年0月0日-年0月0日)	来自百度知识图谱

108胶粉的固含量	95±1%	1	95±1%	来自百度百科

0370团的别名	0370聚团	1	0370聚团	来自百度百科

0~3岁-收纳与保管-你来猜猜趣味认知-彩虹翻翻书-第2辑的页数	22	1	22页	来自百度百科

120日元之夏的游戏类型	AVG	1	AVG	来自百度百科

0-3岁-智力卡-阳光宝贝的作者	蓝山	1	蓝山	来自百度百科

(4S,5S)-的分子量	466.5675	1	466.5675	来自百度百科

02系列结构标准设计图集的页数	784	1	784页	来自百度百科

108个激发脑力的小故事的出版时间	2003-5-1	1	2003年5月1日	来自百度百科

0-1岁小伢儿食谱的出版时间	2004-11	1	2004年11月	来自百度百科

10分钟拔罐疗法的出版时间	2004年	1	2004年	来自百度百科

101种最经典的战斗机的作者	罗伯特.杰克逊	1	罗伯特·杰克逊	来自百度百科

1040的上映时间	2010-03-12	1	2010年3月12日	来自百度百科

10 minutes的中文名	十分钟	1	十分钟	来自百度百科

1,2,5,6-四氢化苯甲醛的CAS号	100-50-5	1	100-50-5	来自百度百科

12小时营救的编剧	<a>王黎</a>	1	王黎	来自百度百科

1,4-苯二硼酸的别名	1,4-Benzenediboronic Acid	1	1,4-Benzenediboronic Acid、1,4-Phenylenediboronic Acid	来自百度百科

08S208室内固定消防炮选用及安装的出版时间	2009-10	1	2009年10月	来自百度百科

