query	expect_answer	is_exact	answer	_from
中华人民共和国社会保险法导读的书名	中华人民共和国社会保险法导读	0	中华人民共和国社会保险法导读_百度百科	
中国轮胎交易网的广告服务	首页广告	0	中国轮胎交易网_百度百科	
侯志平（全国世界语协会理事）的性别	男	0	侯志平_百度百科	
傲游乾坤的中文名	傲游乾坤	0	傲游乾坤-第一章七星学院-爱阅小说网	
今天我不是圣女Ⅰ的中文名	今天我不是圣女Ⅰ	0	今天我不是圣女Ⅰ_第一章 神秘人_全文阅读,阅读目录,丁..._潇湘书院	
倾世虐恋：帝宠猫后的小说进度	连载	0	倾世虐恋：帝宠猫后_百度百科	
二月杂志封面女孩的语言	中文<i>|</i>	0	二月杂志封面女孩_百度百科	
中国工业经济统计年鉴的ISBN	9787503764158	0	中国工业经济统计年鉴_百度百科	
侏古鳄的中文学名	侏古鳄	0	侏古鳄_百度百科	
傀儡残梦的中文名	傀儡残梦	0	傀儡残梦_百度百科	
东疆红景天（存疑种）的相关种类	菊叶红景天、互生红景天	0	东疆红景天（存疑种）_百度百科	
傈傈弹唱的中文名	傈傈弹唱	0	傈傈弹唱_百度百科	
倪汉虞的中文名	倪汉虞	0	倪汉虞_百度百科	
中山市石岐杨仙逸小学的位置	市中心岐关西路	1	市中心岐关西路	来自百度百科
侧根的侧根意义	大多数蕨类植物特有的营养器官、种子植物的营养器官	0	侧根的形成对根吸收功能的影响_百度知道	
两京遗编的编	明胡维新编。	0	两京遗编_百度百科	
中国杂文百部·当代部分（卷1）的定价	19.00元	0	中国杂文百部·当代部分（卷1）_百度百科	
侯晓远（中国物理学会表面与界面委员会主任）的出生日期	1959年12月	0	侯晓远_百度百科	
仙湮的中文名	仙湮	0	仙湮诀_百度百科	
佳顿的中文名	佳顿	0	...Switzerland-兰佳顿葡萄酒-价格-评价-中文名-红酒世界网	
丹鼎记的小说进度	连载	0	丹鼎传-第一章 算命相士-爱阅小说网	
伏草隆的化学式	C10H11F3N2O	0	伏草隆 CAS#: 2164-17-2	
中国线描人物画技法的页数	128	1	128页	来自百度百科
乌柏蜜的季节	夏天	1	夏天	来自百度百科
优一的主要食材	杏	0	脆鱼府,是一家以广东中山名优特水产脆肉鲩鱼为主要食材的主题餐	
佛山市奔宝光电有限公司的公司名称	佛山市奔宝光电有限公司	0	佛山市奔宝光电有限公司	
倒卵石栎的目	<a>牻牛儿苗目</a>	1	牻牛儿苗目	来自百度知识图谱
仙剑伤情 2的连载网站	幻剑书盟	0	仙剑伤情 2_百度百科	
于朝清的出生日期	1941年4月	0	于朝清_百度百科	
丹尼·科莱斯的出生日期	1981-10-31	1	1981年10月31日	来自百度百科
倍速训练法高中生物的副标题	高中生物必修3	0	倍速训练法高中生物_百度百科	
世界古典名曲CD的专辑语言	纯音乐	0	世界古典名曲CD_百度百科	
临海邦迪医院的位于	临海新客运中心东侧	0	【临海邦迪医院】临海邦迪医院电话,临海邦迪医院地址_图吧地图	
世界文化遗产秦始皇陵及兵俑坑的面值	5	1	5	来自百度百科
严北战的中文名	严北战	0	严北战_百度百科	
余秋雨书系：伟大作品的隐秘结构的书名	余秋雨书系：伟大作品的隐秘结构	0	余秋雨书系：伟大作品的隐秘结构_百度百科	
中国肝胆病秘方全书的开本	32	0	中国肝胆病秘方全书_百度百科	
丘天涯的职业	主任医师	0	丘天涯_百度百科	
中国马先蒿中国变型的中文学名	中国马先蒿中国变型	0	中国马先蒿浅红变型_百度百科	
中国社会保障改革与发展战略理念目标与行动方案的出版时间	2008-10-1	1	2008年10月1日	来自百度百科
伊东幸敏的中文名	伊东幸敏	0	伊东幸敏_百度百科	
仙流——这些年，我们携手走过的中文名	仙流——这些年,我们携手走过	0	《仙流——这些年,我们携手走过》十壹枫_【衍生小说|纯爱小说】_...	
你曾许我一片海的作者	梦尘迷星	0	你曾许我一片海_百度百科	
为你着了魔的作者	希川	1	希川	来自百度百科
中共三台中心特支机关遗址的成立时间	1939年11月1日	1	1939年11月1日	来自百度百科
仰天湖风景区的地理位置	湖南省郴州市<a>骑田岭</a>	1	湖南省郴州市骑田岭	来自百度百科
中官帽的中文名	中官帽	0	中官帽_百度百科	
九久温泉罗非鱼的地区	重庆市	0	九久温泉罗非鱼_百度百科	
伊扎克·本-兹维的配偶	拉结·本-兹维	0	伊扎克·本-兹维_百度百科	
乔尔·格兰特的中文名	乔尔·格兰特	0	乔尔·格兰特_百度百科	
中东：自基督教兴起至二十世纪末的页数	408页、390千	1	408页	来自百度百科
丹霞社区（河南省南阳市南召县留山镇丹霞社区）的可容纳居民	6000余人	0	丹霞社区_百度百科	
串丸子的中文名	串丸子	0	汆丸子_百度百科	
倾城佳人泪相思的作者	浅语千寻	0	倾城佳人泪相思_百度百科	
九五法则的连载网站	幻剑书盟	0	九五法则_百度百科	
乐至县圆通寺的位于	乐至县良安镇周家湾村观音山上	1	乐至县良安镇周家湾村观音山上	来自百度百科
中国音乐史普修教程的开本	18	0	中国音乐史普修教程_百度百科	
中国农村医疗卫生服务体系建设与评估的作者	张智若	1	张智若	来自百度百科
于丽华（阿鲁科尔沁旗人大常委会副主任）的中文名	于丽华	0	于丽华_百度百科	
侯磊（山东师范大学教授）的国籍	中国	0	侯磊_百度百科	
亚讯Mini 510的中文名	亚讯Mini 510	0	亚讯Mini 510_百度百科	
佩特鲁斯酒店的房间数量	27	0	佩特鲁斯酒店_百度百科	
伯豪瑞廷西餐厅的人均价格	151	0	伯豪瑞廷西餐厅_百度百科	
世界著名数学家评传的ISBN	9787534310362	0	世界著名数学家传记 (豆瓣)	
从警梦的连载网站	起点中文网	0	梦的旅衣-第一章 魔镜的警察-爱阅小说网	
中天ZT2007的中文名	中天ZT2007	0	ZTC中天ZT2007_百度百科	
你是我的太阳鸟的作者	何以倾城	1	何以倾城	来自百度百科
人族守护者传的中文名	人族守护者传	0	人族守护者传_百度百科	
健伍62X TrueX的型号	62X TrueX	0	健伍62X TrueX_百度百科	
修真之乾坤无极的连载网站	幻剑书盟	0	修真之乾坤无极TXT下载_在线阅读_超越灵异的存在作品_小树林电子书	
亚运村之缘的中文名	亚运村之缘	0	亚运村之缘_百度百科	
仙影红尘的中文名	仙影红尘	0	仙影红尘_百度百科	
你情人在哪里的发行时间	1998.07.23	1	1998年7月23日	来自百度百科
何瑞呈的中文名	何瑞呈	0	何瑞呈_百度百科	
亚粗毛鳞盖蕨的纲	薄囊蕨纲	1	薄囊蕨纲	来自百度知识图谱
东淮社区的人口	9500人	1	9500人	来自百度百科
