query	expect_answer	is_exact	answer	_from
btc（比特币）的流通平台	网络	0	比特币流通市值是多少?btc交易平台有哪些? - 币界网	
FAG NJ2234-E-M1轴承的中文名	FAG NJ2234-E-M1轴承	0	NJ2234E.M1正品FAG风机轴承_青岛奥德瑞轴承有限公司_淄博新闻网	
TCL XQB60-315S的中文名	TCL XQB60-315S	0	【TCL XQB60-315S】报价_参数_图片_论坛_TCL XQB60-315S洗衣机...	
Microsoft Exchange Server 2010企业版（25用户）的适用软件环境	操作系统: Microsoft Windows Se	0	...Microsoft)微软Microsoft Exchange Server 2010企业版 25用户...	
七武僧传的对白语言	日语	0	七武僧传_百度百科	
七色鹦哥(1)的出版时间	1997年08月18日	1	1997年8月18日	来自百度百科
R殿事件簿的小说进度	连载	0	《R殿事件簿》Theus_【衍生小说|言情小说】_晋江文学城	
SAOMEI梭美的公司名称	SAOMEI梭美	0	SAOMEI梭美_百度百科	
不怕等的歌手	巫启贤	0	不怕不怕的歌手_百度知道	
L' Appart的酒店地址	24, Boulevard d'Arcole, 31000 图卢兹	0	L'appart_百度百科	
HP940的处理器型号	Intel 酷睿2双核 P8600	0	HP940_百度百科	
SKF 61902-2Z轴承的中文名	SKF 61902-2Z轴承	0	SKF 61902-2Z轴承_百度百科	
It's a Man's Man's Man's World的所属专辑	It's a Man's Man's Man's World	0	《It's A Man's Man's Man's World》单曲 - 《Soul》专辑..._虾米	
HR宫殿酒店的房间数量	27	0	HR宫殿酒店_百度百科	
HM符号的性质	晶体对称型的国际符号	0	HM符号_百度百科	
LPDT的含义	产品开发团队	0	LPDT_百度百科	
S·加利费的职业	运动员 足球	0	S·加利费_百度百科	
1960年NBA全明星赛的时间	1960年1月22日	1	1960年1月22日	来自百度百科
上海海螺化工有限公司的总部地点	上海	1	上海	来自百度百科
PHP5完全攻略的开本	16	0	PHP5完全攻略 杜江 高清PDF文字版 电子书 下载-脚本之家	
HCPL-J314的最大功率耗散	260 mW	1	260mW	来自百度百科
一枝青玉半枝研的作者	食时	1	食时	来自百度百科
SKF 22348CCK/W33轴承的内径	40mm	1	40毫米	来自百度百科
上海博古斋拍卖有限公司的总部地点	上海	1	上海	来自百度百科
PQI i820(16GB)的接口技术	USB2.0	0	【内存】内存报价及图片大全-ZOL中关村在线	
M蘑菇餐厅（北门桥店）的餐馆名称	M蘑菇餐厅(北门桥店)	0	蘑菇餐厅（北门桥店）_百度百科	
一样名字的男生的连载网站	晋江文学城	0	这个男生的名字叫什么下面的网站看看_百度知道	
YOOBAO HTC Hero G3 炫彩皮套的适用机型	HTC Hero G3	0	yoobao htc hero g3 炫彩皮套的适用机型_百度图片	
x29的时间	1984年	1	1984年	来自百度百科
三星SCB-2001P的中文名	三星SCB-2001P	0	三星SCB-2001P_百度百科	
Danny and the Dinosaur Go to Camp的书名	Danny and the Dinosaur Go to Camp	0	【经典英文绘本】《Danny and the Dinosaur Go to Camp》_丹尼	
khia的国籍	美国	1	美国	来自百度百科
Colt SCW的外文名	Colt SCW	0	Colt SCW_百度百科	
101答疑网的享受到	点评等服务、作文详细评改	0	101答疑网_百度百科	
5·16安徽枞阳爆炸案的中文名	5·16安徽枞阳爆炸案	0	5·16安徽枞阳爆炸案_百度百科	
BNWAS 桥楼航行值班报警系统的作用	监视桥楼活动	0	桥楼航行值班报警系统(BNWAS)的性能标准_百度文库	
stata的功能	均衡重复反复、线性混合模型	1	线性混合模型、均衡重复反复	来自百度百科
“宠物”的小说进度	连载	0	《万千宠》墨西柯_【原创小说|言情小说】_晋江文学城	
SUV的外文名	Sport Utility Vehicle	1	sport/suburban utility vehicle	来自百度百科
L·阿玛比勒的国籍	意大利	1	意大利	来自百度百科
一世仙枭的小说进度	连载	0	一世仙枭的小说进度_全本_图文精排版_在线阅读正版	
NSK 7206BDB轴承的轴承型号	7206BDB轴承	0	NSK 7206BDB轴承_百度百科	
Selling England by the Pound的专辑歌手	创世纪乐团	0	《Selling England by the Pound》专辑 - Genesis - 虾米音乐	
SKF 24138CCK30/W33轴承的中文名	SKF 24138CCK30/W33轴承	0	INA F-226784.PWTR轴承 - 上海市 - 贸易商 - 产品目录	
Android 4.3的开发商	开放手持设备联盟、Google	1	Google、开放手持设备联盟	来自百度百科
CHH507不锈钢焊条的符合	GB E5MoV-15	0	CHH507不锈钢焊条_百度百科	
emu8086的性质	工具	0	emu8086_百度百科	
Acer S211HLbd的外文名	Acer S211HLbd	0	Acer S211HLbd_百度百科	
N·雷维什维利的英文名	NukriRevishvili	1	NukriRevishvili	来自百度百科
万博纪念公园的中文名	万博纪念公园	0	万博纪念公园_百度百科	
V·伊曼纽尔的英文名	VitorEmanuelCruzdaSilva	1	VitorEmanuelCruzdaSilva	来自百度百科
VIVOTEK IP6127的产品外形	枪式	0	VIVOTEK IP6127和海康威视DS-2CD864FWD-E有什么区别_VIVOTEK IP...	
NGC 1917的外文名	NGC 1917	0	NGC 1917_百度百科	
一梦传奇的小说进度	连载	0	一梦传奇-第一章 系统?!-爱阅小说网	
2011国家司法考试：历年真题详解的开本	16	0	国家司法考试|司法考试报名|司法考试时间|司法考试用书|司法考试...	
上海师范大学人文学院的类别	公立	0	上海师范大学人文学院_百度百科	
SM8023的类型	芯片	0	SM8023_百度百科	
ASTD的成立时间	1943年	0	美国培训与发展协会_百度百科	
2，4-二氯-2-（α，α，α-三氯氟间苯氧基）-3-吡啶酰苯胺的中文名	2、4-二氯-2-（α、α-三氯氟间苯氧基）-3-吡啶酰苯胺、α	0	1-(4-氯-3-(3-氯-5-三氟甲基-2-吡啶氧基)苯基)-3-(2,6-二氟苯	
一花一木一天堂的小说进度	连载	0	一花一木一天堂_百度百科	
一转身的距离的中文名	一转身的距离	0	一转身的距离_百度百科	
River Terrace City Apartment的房间数量	6	0	2 River Terrace楼盘介绍_2 River Terrace价格_北美洲美..._智房网	
与贸易救济措施相关的争端解决机制研究的页数	337页	1	337页	来自百度百科
丁荣贵的职务	<a>山东大学</a>管理学院教授	1	教授	来自百度百科
2013陕西年货精品展销会暨陕西首届新春年货购物节的主办单位	华商网	1	华商网	来自百度百科
2005-2006年度中国国际广播新闻奖获奖作品选的开本	16	0	2005-2006年度中国国际广播新闻奖获奖作品选_百度百科	
2011第三届中国厦门国际素食养生展览会的所属专题	<a>保健</a>食品	0	Welcome to vffair-中国厦门国际素食养生展览会	
CASIO fx-5800P编程计算器基于数据库子程序的测量程序与案例的出版时间	2010-6	1	2010年6月	来自百度百科
ECMO的中文名	extracorporeal membrane oxygenation	0	ECMO中文版_百度文库	
NVIDIA GeForce GT 445M的类型	计算机学	0	NVIDIA GeForce GT 445M_百度百科	
Sequent的前身	Sparq Mobile Solutions	1	Sparq Mobile Solutions	来自百度百科
一梦天荒再梦心伤的连载网站	起点中文网	0	梦伤感散文:一梦天涯,一念心伤_百度文库	
Dave Barnes的中文名	Dave Barnes	1	戴夫 巴尼斯	来自百度百科
与狐为伴的作者	独坐无相亲	1	独坐无相亲	来自百度百科
ResWriter的外文名	无	0	ResWriter_百度百科	
NTN 6303LU轴承的轴承品牌	NTN 轴承	0	NTN 6303轴承_百度百科	
BCM2763的对象	移动手机市场	0	BCM2763_百度百科	
J·文度沙的中文名	J·文度沙	0	J·文度沙_百度百科	
resscope的类似	eXeScope	0	resscope_百度百科	
一个秃头和一个疤头的故事的中文名	一个秃头和一个疤头的故事	0	【原创】秃头和疤头的日常事【哈利波特吧】_百度贴吧	
Whittard Of Chelsea（力宝广场店）的餐馆名称	Whittard Of Chelsea(力宝广场店)	0	Whittard Of Chelsea（力宝广场店）_百度百科	
neoundulosa的科	尺蛾科	0	新波帷尺蛾_百度百科	
11科隆酒店的英文名称	11 Cologne	1	11 Cologne	来自百度百科
Giardino di Firenze的酒店地址	Rua Flórida, 145 ap 132, 圣保罗, CEP 04565-000, 巴西	0	giardino di firenze的酒店_百度地图	
《大学语文》拓展读本集二的ISBN	9787040163032 [十位:7040163039]	0	《大学语文》拓展读本。集一 (豆瓣)	
4444端口的使用工具	<a>进程管理</a>工具	0	4444端口_百度百科	
AWG的分类	电信管理	0	什么是AWG?为什么AWG是选购电缆的重要参数?	
HP 2515的最大处理幅面	A4	0	【惠普HP 2515参数】HP HP 2515多功能一体机参数_规格_性能_功能...	
一个八八的回忆录的小说进度	暂停	0	一个八八的回忆录_百度百科	
TIMKEN 02473X-02419轴承的OD(外径)	66.987	0	02473X/02419轴承_TIMKEN02473X/02419轴承规格_铁姆肯02473X/0...	
上海公安高等专科学校学报的国际刊号	31-1784/D	0	《上海公安高等专科学校学报》编辑部 - 在线投稿	
Mavi Apartment的酒店星级	3星级	1	三星级	来自百度百科
NACHI 7219DF 轴承的型号	7219DF	0	供应NACHI 7313B/DF轴承厂家产品价格-产品图片-传动件-买卖机械网	
NTN 52308轴承的轴承品牌	NTN 轴承	0	NTN 52308轴承_百度百科	
不文泰山的中文名	不文泰山	0	求一部动画片,忘记名字了_百度知道	
NSK F603/F603ZZ轴承的轴承系列	带法兰深沟球轴承	0	NSK F603轴承_百度百科	
MSM8930的属于	美国高通公司	0	MSM8930_百度百科	
PWTR25-2RS的中文名	PWTR25-2RS	0	PWTR25-2RS_百度百科	
1·5宁夏西吉北大寺踩踏事故的事件	踩踏事故	0	1·5宁夏西吉北大寺踩踏事故_百度百科	
SDCMS的软件名称	SDCMS	0	sdcms常用的标签_百度文库	
TLP141G的外文名	TLP141G	0	TLP141G_百度百科	
2011中国旅游统计年鉴（副本）的ISBN	：9787503243158	0	2007中国旅游统计年鉴（副本）_百度百科	
2004-中国水力发电年鉴-（第九卷）的ISBN	9787508337067	0	中国水力发电年鉴_PDF图书下载_《中国水力发电年鉴》编辑部 编...	
IDEAL 2230C/C的中文名	IDEAL 2230C/C	0	【德国理想2230C/C】(IDEAL 2230C/C)报价_图片_参数_评测_论坛...	
NGC 3484的位置	<a>天龙座</a>的一个<a>天体</a>	1	天龙座的一个天体	来自百度百科
FAG HCB7004-C-T-P4S轴承的中文名	FAG HCB7004-C-T-P4S轴承	0	HCB7004-C-2RSD-T-P4S轴承,FAG HCB7004-C-2RSD-T-P4S轴承,HCB7004...	
七界之七帝的作者	神界由我创	0	七界之七帝_百度百科	
世界一级方程式锦标赛意大利大奖赛的地点	意大利	0	世界一级方程式锦标赛意大利大奖赛_百度百科	
下光的中文名	下光	0	中文名叫做什么光?做up,Cu610Mu,中文名叫做什么光剂 爱问知识人	
与戬成说的作者	龙佑离	0	与戬成说最新章节|作者:龙佑离_与戬成说全文在线阅读-新小说吧	
3·9云南会泽县男子活埋幼子案的中文名	3·9云南会泽县男子活埋幼子案	0	3·9云南会泽县男子活埋幼子案_百度百科	
三电街道的主要道路	创业街、三电街、双生街、水塔街	0	三电街道_百度百科	
100自然奇观-奇趣探索少儿百科的作者	畲田//张青民	1	张青民	来自百度百科
GE SCV-70DP的中文名	GE SCV-70DP	0	GE通用电气SCV-70DP_百度百科	
Cheap & Chic - Alfama in Green的房间数量	4	0	cheap_百度翻译	
SKF SNL518-615轴承的内径	80mm	1	80毫米	来自百度百科
Adobe Photoshop6.0精美图文设计与制作教程的ISBN	9787900056610	0	Adobe Photoshop6.0精美图文设计与制作教程_百度百科	
mutou328.dll的安全等级	3	0	...exe是什么进程?AdobeGammaLoader.exe进程资料_进程和DLL文件查询	
三世奇缘之前世今生的连载网站	红袖添香网	0	《三世奇缘》低调做人_【原创小说|言情小说】_晋江文学城	
不解狼情的连载网站	云中书城	0	狼情黄色网站	
grave（音乐术语）的中文名	grave	0	grave_百度百科	
Easy Energy Saver的性质	软件服务	0	Easy Energy Saver_百度百科	
Linux嵌入式设计的译者	周伟民	1	周伟民	来自百度百科
kanariya的歌曲原唱	<a>滨崎步</a>	1	滨崎步	来自百度百科
《水浒》人生手册的出版社	<a>北京大学出版社</a>	0	《水浒》人生手册 (豆瓣)_豆瓣读书	
NGC 2980的中文名	NGC 2980	0	NGC 2980_百度百科	
上岛咖啡（通州旗舰店）的地区	北京市	0	上岛咖啡（通州旗舰店）_百度百科	
SKF 6007-2RS轴承的轴承系列	深沟球轴承	0	SKF 6007-2RS1轴承6007-2RS1尺寸参数报价_进口轴承	
Diamond Princess的忧郁的发行时间	2011年06月22日	1	2011年6月22日	来自百度百科
上海交通大学媒体与设计学院的中文名	上海交通大学媒体与设计学院	0	上海交通大学媒体与设计学院_百度百科	
2008全国房地产估价师执业资格考试全真模拟冲刺试题及详解的页数	301页	1	301页	来自百度百科
Mini公寓的出版社	<a>华中科技大学出版社</a>	0	Mini公寓_百度百科	
七巧板（Atlus制作的同名游戏）的游戏类型	PZG	0	七巧板_百度百科	
且绣江山的类型	网络小说	0	且绣江山_百度百科	
上海安舵货架厂的经营范围	市货架,轻型、中型、重型货架	0	上海安舵货架厂_百度百科	
SKF H218轴承的品牌	SKF	0	SKF H218轴承_百度百科	
D.加博尔的中文名	加博尔	0	D.加博尔_百度百科	
Pure Songs的类型	<a>非官方</a>专辑	0	Pure Songs_百度百科	
TIMKEN 3784/3720轴承的型号	3784/3720	1	3784/3720	来自百度百科
三菱劲炫的品牌	三菱ASX劲炫	0	三菱劲炫是哪国的品牌_百度知道	
万利达Zpad T9(WiFi版)的屏幕分辨率	1280×800	1	1280*800	来自百度百科
led防爆投光灯具的类别	灯具	0	led防爆投光灯具_百度百科	
Julia Dale的职业	学生、歌手	1	学生,歌手	来自百度百科
KKBOX音乐志 No.3的页数	80	1	80页	来自百度百科
