query	expect_answer	is_exact	answer	_from
公元293年的大事记	详见正文	0	公元293年历史大事件_中国编年史	
北胜189的中文名	北胜189	0	北胜189_百度百科	
军队领导艺术哲学方法论的出版时间	2007-6-1	1	2007年6月1日	来自百度百科
兔子，有本事别蹦的连载网站	连城读书	0	兔子,有本事别蹦_正文_楔子_小说_连城读书	
双生天香夜染衣的中文名	双生天香夜染衣	0	双生天香夜染衣_百度百科	
冶金安全生产技术的开本	16开	0	冶金安全生产技术_百度百科	
六枝特区煤炭局的主要职责	承担煤炭行业管理工作	0	六枝特区煤炭局_百度百科	
厦华TN2978的中文名	厦华TN2978	0	厦华TN2978_百度百科	
千年狐的忧伤的小说进度	连载	0	千年狐妖来了一_百度百科	
北京市委统战部的批准	<a>国务院</a>、<a>中共中央</a>	0	空缺一年,新任北京市委常委齐静出任北京市委统战部部长	
南京凯盛国际工程有限公司的性质	国际工程公司	0	南京凯盛国际工程有限公司_百度百科	
刘诗诗；你的笑温暖我每一秒的中文名	刘诗诗;你的笑温暖我每一秒	0	刘诗诗；你的笑温暖我每一秒_百度百科	
卡胡纳俱乐部酒店的中文名	卡胡纳俱乐部酒店	0	卡胡纳俱乐部酒店_百度百科	
全码输入法V4.1的中文名	全码输入法V4.1	0	全码输入法V4.1_百度百科	
光的折射的解释	光线在不同<a>介质</a>的<a>交界</a>处发生偏折	1	光线在不同介质的交界处发生偏折	来自百度百科
列土魔神传之日神之恋的小说进度	连载	0	列土魔神传之日神之恋_百度百科	
卡洛伊暮的文明传奇的小说进度	连载	0	卡洛伊暮的文明传奇_百度百科	
北京昌源祥会馆的建筑面积	16000多平方米	1	16000平方米	来自百度百科
卖票的疯人院的作者	许明	1	许明	来自百度百科
克罗地亚独立国的国土面积	115,133 平方公里	1	115133平方公里	来自百度百科
单若水的作者	诺山	0	单若水_百度百科	
兰卡威餐厅（重庆天地）的餐馆名称	兰卡威餐厅(重庆天地)	0	兰卡威餐厅（重庆天地）_百度百科	
刘艾（仲恺农业工程学院教授）的中文名	刘艾	0	刘艾_百度百科	
冠峨村的行政区类别	村	0	冠峨村介绍_四川省乐山峨眉山市峨山镇冠峨村资料简介	
南通市城中小学的班级数	50余个	0	南通市城中小学_百度百科	
八卦位的小说进度	连载	0	神仙的重要档案-第一章 神仙的八卦-爱阅小说网	
儿童感冒发烧的对象	儿童	0	儿童感冒发烧_百度百科	
午夜的海湾的作者	(美国)黛安娜·夏伯兰	1	黛安娜·夏伯兰	来自百度百科
南宝牧场的地理位置	云南迪庆州香格里拉县洛吉乡尼汝村北部高原区	1	云南迪庆州香格里拉县洛吉乡尼汝村北部高原区	来自百度百科
动物明星棒球的中文名	动物明星棒球	0	动物明星棒球_百度百科	
双级无筛底湿料粉碎机的其他名称	煤矸石锤破	0	双级无筛底湿料粉碎机_百度百科	
刘迎龙的性别	男	1	男	来自百度百科
公共聚集场所消防安全的作者	<a>贾建民</a>	1	贾建民	来自百度百科
南怀瑾最后的100天的书名	南怀瑾最后的100天	0	《南怀瑾的最后100天》试读_豆瓣读书	
分手后的信的中文名	分手后的信	0	分手后的信_百度文库	
北京海龙资产经营集团有限公司的公司名称	北京海龙资产经营集团有限公司	0	北京海龙资产经营集团有限公司_百度百科	
化学换肤术：美容皮肤科实用技术的开本	： 16	0	化学换肤术：美容皮肤科实用技术_百度百科	
关于重新发布中央管理的证券监管部门行政事业性收费标准的通知的内容	证券监管部门行政事业性收费标准	0	国家发展改革委、财政部关于重新发布中央管理的证券...-中国政府网	
加护亚依的国籍	<a>日本</a>	1	日本	来自百度百科
切实保证中小学生每天一小时校园体育活动的规定的中文名	切实保证中小学生每天一小时校园体育活动的规定	0	切实保证中小学生每天一小时校园体育活动的规定_百度百科	
前凹水狼蛛的亚科	马蛛亚科	0	前凹水狼蛛_百度百科	
南京新港中等专业学校的类别	高职	0	南京新港中等专业学校_百度百科	
华讯C8806的中文名	华讯C8806	0	华讯C8806_百度百科	
公共领域与生活世界：哈贝马斯市民社会理论研究的书名	公共领域与生活世界：哈贝马斯市民社会理论研究	0	《公共领域与生活世界:哈贝马斯市民社会理论研究》(李..._京东图书	
冷却水循环系统的原理	以水作为冷却介质	1	以水作为冷却介质	来自百度百科
北条泰时的逝世日期	1242	1	1242年	来自百度百科
北京冀定达通讯器材经销部的经营理念	质量第一、服务为先	0	尚水股份——中国领先的水行业智慧管理整体解决方案服务商	
六六理发店的作者	一直在A	0	六六_百度百科	
先天学的中文名	先天学	0	先天学_百度百科	
创造超越的人生的定价	15.00	0	创造超越的人生 (豆瓣)	
华硕k42de的处理器类型	AMD羿龙II	0	华硕k42de_百度百科	
冻干粉GMI的中文名	冻干粉GMI	0	冻干粉GMI_百度百科	
内蒙古棋盘井矿业集团的总部地点	内蒙古	1	内蒙古	来自百度百科
元卫觉醒同名专辑的发行时间	2004年5月27日	1	2004年5月27日	来自百度百科
反渗透膜 SC2540F1091的主要运用	：有机物分离和浓缩	0	反渗透膜 SC2540F1091_百度百科	
北京钓鱼台国宾馆的属性	接待来华访问的<a>国家元首</a>	0	钓鱼台国宾馆_百度百科	
刘晓明（长沙市政府官员）的籍贯	<a>湖南</a>衡南	0	刘晓明_百度百科	
加利古索夫的英文名	RuslanGaliguzov	1	RuslanGaliguzov	来自百度百科
博基拉的民族	民主刚果	0	博基拉色,你这一抱,暖了多少人的心啊_社会频道_东方资讯	
列昂尼德·罗戈佐夫的所处时代	前苏联	1	前苏联	来自百度百科
华人互助联合会公益活动的时间	2013年12月	1	2013年12月	来自百度百科
北京市通州区妇幼保健院的主管部门	北京市通州区卫生局	1	北京市通州区卫生局	来自百度百科
凤有千千劫的连载网站	起点中文网	0	凤有千千劫_百度百科	
全球经济调整中的中国经济增长与宏观调控体系研究：新时期国家经济调节的基本取向与财政金融政策的有效组合的出版时间	2009年9月1日	0	全球经济调整中的中国经济增长与宏观调控体系研究：新时期国家经...	
冒险女王的主要角色	尼可儿	1	尼可儿	来自百度百科
加载同轴度测量基础理论及应用的开本	16开	0	如何检验同轴度?_百度知道	
八代祖传全驴宴的人均价格	74	0	八代祖传全驴宴_百度百科	
兄弟情(S创作大碟)的发行时间	2003.10.31	1	2003年10月31日	来自百度百科
刘海燕（四川师范大学教授）的中文名	刘海燕	0	刘海燕_百度百科	
十大枪击要犯之杀生状元的中文名	十大枪击要犯之杀生状元	0	十大枪击要犯之杀生状元_百度百科	
加减乌沉汤的用法	水煎二次作二次服	0	加减乌沉汤_百度百科	
利民村（安徽省潜山县梅城镇下辖村）的所属地区	中国安徽	0	利民村_百度百科	
力学与工程应用学的出版时间	2011年7月14日	1	2011年7月14日	来自百度百科
南海岩彩墨写实人物画解析的ISBN	9787514000894	0	南海岩彩墨写实人物画解析_百度百科	
农家食用菌培植法/农民快速致富丛书的ISBN	9787502331177	0	林下食用菌标准化栽培技术/农民致富大讲堂系列丛书 - 商品详情	
南昌绿生科技有限公司的公司名称	南昌绿生科技有限公司	0	南昌绿生科技有限公司_百度百科	
卫兵国内安全车的中文名	卫兵国内安全车	0	卫兵国内安全车_百度百科	
刑天刀皇的作者	969690950	0	刑天刀皇_百度百科	
华音流韶之风月连城的连载网站	17k小说网	0	华音流韶之风月连城免费全文阅读_古槐中文网	
北京团购网的成立时间	2010年	1	2010年	来自百度百科
南国奥园果岭的建筑面积	75万平方米	1	75万平方米	来自百度百科
八宝镇（云南省广南县八宝镇）的地理位置	云南省广南县	0	八宝镇_百度百科	
兴隆枫丹白鹭的建筑类型	高层	0	兴隆枫丹白鹭_百度百科	
卡通动物的记忆的游戏大小	1MB	1	1MB	来自百度百科
北京无线电工业学校的中文名	北京无线电工业学校	0	北京无线电工业学校_百度百科	
华硕P8P67 PRO的内存类型	DDR3	0	华硕P8P67 PRO_(ASUS)华硕P8P67 PRO报价、参数、图片、怎么样...	
初中の恋爱的作者	丿卖姑凉的小火柴丶	0	初中の爱_百度百科	
全面企业绩效管理CPM的主讲	鲁百年	0	全面企业绩效管理CPM_百度文库	
全面企业绩效管理的所属分类	图书&gt;&gt;其它分类	0	全面企业绩效管理_百度百科	
半闲徽味楼的地区	黄山市	0	半闲徽味楼_百度百科	
参赛作品一碗馄饨面的连载网站	17k小说网	0	一碗馄饨面的爱情最新章节列表_一碗馄饨面的爱情最新章节目..._百田	
全挂车的构成	车架、车身、牵引装置	0	全挂车_百度百科	
刘宏葆的主要成就	副厅级干部	0	从“最后的熊猫”到“快乐的熊猫”——刘宏葆与乔治˙夏勒关于大...	
北京体育大学新闻中心的设立意义	推进世界一流体育大学建设的一步	0	北京体育大学新闻中心_百度百科	
公主变海盗的中文名	公主变海盗	0	公主变海盗_百度百科	
兽人战弓的秒伤	8.4	0	兽人战弓 - 物品 - NFU魔兽世界1.13数据库-WOW60数据库-经典旧世...	
再游乌龙潭记的创作年代	明代	1	明代	来自百度百科
冷学菲的毕业院校	领袖艺术学院	1	领袖艺术学院	来自百度百科
卡萨鲁皮里奥B&B旅馆的中文名	卡萨鲁皮里奥B＆B旅馆	0	卡萨鲁皮里奥B&B旅馆_百度百科	
医学心理学（附自学考试大纲） （平装）的作者	胡佩诚	1	胡佩诚	来自百度百科
刘佑俊的出生日期	1952年11月9日	1	1952年11月9日	来自百度百科
加能杰喜必劲淫羊霍沙棘胶囊的类别	药品	0	鑫福来喜必劲牌淫羊藿沙棘胶囊_百度百科	
凉拌蛋皮丝的口味	爽口	1	爽口	来自百度百科
冯军辉的国籍	中国	1	中国	来自百度百科
初三化学题题通（RJ.上册）的ISBN	9787810478427	0	初三化学题题通(RJ.上册) (豆瓣)	
北京博大水务有限公司的性质	私有	0	北京博大水务有限公司 公司概况 - 中国 | 财务及主要执行人员 |...	
刘国柱（解放军少将刘国柱）的出生地	山东省荣成市崖西镇	0	刘国柱(解放军少将刘国柱)_百度百科	
公务员礼仪培训手册的书名	公务员礼仪培训手册	0	公务员礼仪培训手册_百度百科	
光与曝光的页数	85頁	1	85页	来自百度百科
十二颠世录的作者	慢慢慢	0	十二颠世录_百度百科	
内蒙古辽代木床的所属年代	辽	0	内蒙古辽代木床_百度百科	
北京鹏飞机械厂的中文名	北京鹏飞机械厂	0	北京鹏飞机械厂_百度百科	
北京万寿商务酒店的地理位置	北京市宣武区白纸坊东街万寿公园旁	1	北京市宣武区白纸坊东街万寿公园旁	来自百度百科
剑灵录的连载网站	起点中文网	0	剑灵录全部章节在线阅读-爱阅小说网	
冬瓜虾仁焖肉丸的营养分析	1.虾营养丰富、镁对心脏活动具有重要的调节作用、有利于预防高血压及心肌梗死。 　3.虾的通乳作用较强、同时还能扩张冠状动脉、易消化、防止动脉硬化、并且富含磷、钙、对小儿、孕妇尤有补益功效。 　4.日本大阪大学的科学家最近发现、虾体内的虾青素有助于消除因时差反应而产生的“时差症”、对身体虚弱以及病后需要调养的人是极好的食物。 　2.虾中含有丰富的镁、且其肉质松软、它可减少血液中胆固醇含量、能很好的保护心血管系统	0	冬瓜虾仁焖肉丸_百度百科	
冒险星的小说进度	连载	0	冒险星际-第一章 出发-爱阅小说网	
冥天的中文名	冥天	0	把名字取成冥天帝好吗?_百度知道	
北京福泰酒店公寓的建成时间	2008年8月	1	2008年8月	来自百度百科
公共管理学（2006年庄序莹主编图书）的书名	公共管理学	0	公共管理学_百度百科	
勿忘的字数	190000字	1	190000字	来自百度百科
凤鸣刀的中文名	凤鸣刀	0	凤鸣刀_百度百科	
北京安徽大厦酒店的中文名	北京安徽大厦酒店	0	北京安徽大厦酒店_百度百科	
册亨县八渡镇的火车站	<a>八渡站</a>、文佃车站	1	八渡站、文佃车站	来自百度百科
冰之男的作者	寺館和子	0	我梦寐以求的冰之男_百度百科	
八大画廊的正文	八大画廊由<a>娄玉冰</a>	0	八大画廊_百度百科	
公主，本将军给你幸福的连载网站	云中书城	0	公主,本将军给你幸福,公主,本将军给你幸福全文阅读,公..._潇湘书院	
凤神医的ISBN	9787535644558	0	凤神医_百度百科	
克劳迪娅·奥乔亚·费利克斯的性别	女	1	女	来自百度百科
冰幻梦之爱的中文名	冰幻梦之爱	0	幻梦之爱_百度百科	
北京市顺义区人民法院的中文名	北京市顺义区人民法院	0	北京市顺义区人民法院_百度百科	
十二管理者之黑色麒麟管理的小说进度	连载	0	十二管理者之黑色麒麟管理最新章节,十二管理者之黑色麒麟管理小说...	
华硕M2NBP-VM CSM的中文名	华硕M2NBP-VM CSM	0	【华硕M2NBP-VM CSM】报价_参数_图片_论坛_(ASUS)华硕M2NBP-VM...	
千佛洞（新疆棋盘千佛洞）的位置	<a>叶城县</a>西南棋盘河谷	0	千佛洞_百度百科	
博古昌水电站的中文名	博古昌水电站	0	博古昌水电站_百度百科	
分散红4的化学式	C15H11NO4	0	分散红4_百度百科	
冷漠少女的蔷薇项链的中文名	冷漠少女的蔷薇项链	0	冷漠少女的蔷薇项链_百度百科	
十村社区的中文名	十村社区	0	十村社区_百度百科	
刘成明（青海省社会科学院副研究员）的毕业院校	中国人民大学、青海民族学院	0	刘成明_百度百科	
北大沙河的流经地区	崮山、城关、张夏、万德、平安店	0	北大沙河_百度百科	
原创导演的媒体平台	<a>优酷网</a>、<a>腾讯视频</a>、<a>土豆网</a>	0	原创导演_原创导演最新动态、排名_站长之家	
北戴河盛泰开元温泉度假酒店的占地	1800亩	1	1800亩	来自百度百科
再见，洛芙的小说进度	已完结	0	《再见,洛芙》如歌水色 ^第1章^ 最新更新:2011-06-17 17:05:06 晋...	
历史演进中的现实选择的页数	249	1	249页	来自百度百科
卢斯德尔马酒店的房间数量	49	0	卢斯德尔马酒店_百度百科	
北京华鸣利科技有限公司的公司口号	服务为宗旨、技术为核心、实体为依托	0	北京华鸣利科技有限公司_百度百科	
华勇（湖北大学艺术学院教授）的出生日期	1969年7月	0	华勇_百度百科	
冰心戏红尘的小说进度	连载	0	冰心戏红尘_百度百科	
刘秀餐饮集团的成立时间	1996年	1	1996年	来自百度百科
十二祖巫传承者的作者	牛肉方便面	0	主角获得十二祖巫传承	
冯焱（平面模特）的三围	83 62 88	0	冯焱_百度百科	
再现生活工作大小事的出版时间	2007年6月1日	1	2007年6月1日	来自百度百科
刘仁义（河西学院院长）的国籍	中国	0	刘仁义_百度百科	
写过的诗集的小说进度	连载	0	写过的诗集_百度百科	
北京正力润成环保设备有限公司的公司名称	北京正力润成环保设备有限公司	0	北京正力润成环保设备有限公司_百度百科	
反恐战争2中文版的外文名	Haters War 2	1	Haters War 2	来自百度百科
双峰寺（广东省揭阳市寺庙）的景点级别	揭阳市文物保护单位	0	双峰寺_百度百科	
南京瑞贝嘉汽轮机电技术服务有限公司的公司性质	民营	0	南京瑞贝嘉汽轮机电技术服务有限公司	
南峰文学社的性质	文学活动社团	0	南峰文学社_百度百科	
华硕X450EI323VC-SL(4GB/500GB)的操作系统	DOS	0	【华硕X450EI323VC-SL 4GB/500GB】报价_参数_图片...-ZOL产品报价	
