query	expect_answer	is_exact	answer	_from
“稳定程度一复杂程度”矩阵的中文名	环境“稳定程度一复杂程度”分析	0	“稳定程度一复杂程度”矩阵_百度百科	
Cà Fiorita的房间数量	6	0	Cà Fiorita_百度百科	
EPGY的简称	EPGY	0	(中国成人教育)精英教育典范美国斯坦福大学EPGY课程述评_百度文库	
一场十七岁的恋爱的中文名	一场十七岁的恋爱	0	十七岁_百度百科	
七彩巧克力的主要原料	黑巧克力	0	七彩巧克力_百度百科	
CISCO UCS C210 M2(R210-BUN-3)的中文名	CISCO UCS C210 M2(R210-BUN-3)	0	【思科UCS C210 M2(R210-BUN-3)参数】思科UCS C210 M2(R210-BUN-3...	
yeelen的导演	Brent Huff	1	Souleymane Cissé	来自百度知识图谱
三益轩的地区	银川市	0	“三益轩(民生花园店)”的全部点评 - 银川美食 - 大众点评网	
2012上海第十一届中国国际动力设备发电机组展览会的举办时间	2012/04/26 至 2012/04/28	1	2012年4月26日至2012年4月28日	来自百度百科
上校，宠妻秘要的小说进度	连载	0	上校，宠妻秘要_百度百科	
2010：文学中国的书名	2010：文学中国	0	2010文学中国_百度百科	
“埃尔多甘-2”未来超级直升机的性质	单座直升机	0	“埃尔多甘-2”未来超级直升机_百度百科	
ST380817AS的接口标准	S-ATA	0	ST380817AS_百度百科	
Intel酷睿2四核Q6600（散）的商家报价	￥1172 至 ￥1480	0	Intel酷睿2四核Q6600（散）_百度百科	
LAMASIA的中文名	欧蕾	1	欧蕾	来自百度百科
2011款 HIACE 2.7L手动标准版10座的保修政策	两年或5万公里	0	【图】HIACE 2011款 2.7L手动标准版10座报价_图片_丰田_汽车之家	
hpbpro.exe的出品者	Hewlett-Packard	0	hpbpro.exe_百度百科	
SKF YEL207-105-2F轴承的中文名	SKF YEL207-105-2F轴承	0	SKF轴承KMT48进口轴承 _轴承_云商网产品信息	
Queen，刚成年的作者	水小冉	0	Queen，刚成年_百度百科	
H·马蒂亚斯的出生日期	1992年11月24日	1	1992年11月24日	来自百度百科
上海浦东软件园第2餐厅的餐馆名称	上海浦东软件园第2餐厅	0	上海浦东软件园第2餐厅_百度百科	
APP行业管理中心的总部地点	北京市朝阳区	1	北京市朝阳区	来自百度百科
Apartment Fort Lauderdale 5的房间数量	4	0	Apartment Fort Lauderdale 4_百度百科	
Room On The 3rd Floor的发行时间	2004年7月5日	1	2004年7月5日	来自百度百科
三里村（江苏省宝应县安宜镇下辖村）的中文名	三里村	0	三里村_百度百科	
三岔河风景区的地理位置	<a>贞丰县</a><a>者相镇</a>境内	1	贞丰县者相镇境内	来自百度百科
On My Own（Ashes Remain中What I have Become专辑单曲）的语言	英语	0	On My Own_百度百科	
LG F2400的中文名	LG F2400	0	LG F2400_百度百科	
iPhone高效率工作术的ISBN	9787894766878	0	iPhone高效率工作术_百度百科	
Collins Discovery Encyclopedia （平装）的定价	112.0	0	Collins Discovery Encyclopedia （平装）_百度百科	
三极战甲的中文名	三极战甲	0	三极战甲_百度百科	
TOTOLINK E204R的外文名	TOTOLINK E204R	0	TOTOLink E204R+_百度百科	
Trouble For Me的歌曲原唱	布兰妮·斯皮尔斯	0	Trouble For Me_百度百科	
三潭风景区的中文名	三潭风景区	0	三潭风景区_百度百科	
一战到底安卓版的游戏类型	：智力游戏 休闲游戏	1	休闲类、智力类	来自百度百科
Thermal Monitor2的类似于	温度回馈装置TM1	0	Thermal Monitor2_百度百科	
HP ProCurve 2910al-48G(J9147A)的外文名	HP ProCurve 2910al-48G(J9147A)	0	HP ProCurve 2910al-48G(J9147A)_百度百科	
上海海外宾馆的附楼	三层	0	上海海外宾馆_百度百科	
不死幽冥的小说进度	连载	0	不死道长-第三章 幽冥无日之地-爱阅小说网	
上拱村的面积	30.58平方公里	1	30.58平方千米	来自百度百科
nba live的游戏类型	运动	1	运动类	来自百度百科
与灰姑娘同样的命运的小说进度	连载	0	与灰姑娘同样的命运_百度百科	
kvvp的多适用于	信号干扰较大地区	0	kvvp_百度百科	
G·连拿度的出生日期	1988年10月4日	1	1988年10月4日	来自百度百科
2-异丙氧基-5-溴吡啶的分子式	C8H10BrNO	0	2-异丙氧基-5-溴吡啶_百度百科	
J Shin的国籍	美国	1	美国	来自百度百科
400男孩的中文名	400男孩	0	400男孩_百度百科	
NSK 7338C/DB 轴承的d(内径)	190.0000	0	7007CD SKF NSK FAG 角接触球轴承 7007CD 型号 参数 报价格-制药网	
三洋LCD-37CA5的屏幕尺寸	37英寸	1	37英寸	来自百度百科
上海有色金属行业协会的总部地点	上海	1	上海	来自百度百科
GLuffy的中文名	GLuffy	0	fluffy_百度翻译	
一国两制与澳门成功实践的定价	48.00元	0	一国两制与澳门成功实践_百度百科	
ping（网络诊断工具）的外文名	Packet Internet Groper	0	ping_百度百科	
上海透纳文化传播有限公司的总部地点	上海	1	上海	来自百度百科
spket的软件大小	28.42 MB	1	28.42MB	来自百度百科
FAG 24122-E1-K30轴承的品牌	24122-E1-K30	0	【FAG24144-B轴承】FAG 24144-B轴承尺寸参数,FAG轴承	
C/C++程序员Java基础的ISBN	9787301034811	0	请问,我是java程序员,需要懂c吗? - 知乎	
DNF之凌风的游戏人生的小说进度	连载	0	DNF之凌风的游戏人生图册_百度百科	
9.11美国恐怖大爆炸的出版社	时事出版社	0	9.11美国恐怖大爆炸 (豆瓣)	
365天英语口语大全出国口语互动情景陪练版的出版时间	1970-1	1	1970年1月	来自百度百科
NGC 449的赤经	1时16分7.5秒	0	NGC 449_百度百科	
万华城的楼盘名	万华城	0	万华城-楼盘详情-台州腾讯房产	
HP让黑魔王入赘！的中文名	HP让黑魔王入赘!	0	《HP让黑魔王入赘!》被拔毛的小孔雀_【衍生小说|言情小说】_晋江...	
SKF 30204J2/Q轴承的中文名	SKF 30204J2/Q轴承	0	30204J2/Q轴承_SKF 30204J2/Q_SKF轴承30204J2/Q尺寸参数	
Heart Realize的填词	<a>ryo</a>	1	ryo	来自百度百科
NSK NUP2222EM轴承的轴承系列	圆柱滚子轴承	0	NSK NUP2218EM轴承_百度百科	
Easy Uninstaller Pro的软件名称	Easy Uninstaller Pro	0	轻松卸载:EasyUninstallerPro免费下载_轻松卸载:EasyUninstaller...	
J圣观的作者	词作家张无梦	0	J圣观_百度百科	
CUTEG画集其中1个是妹妹！的出版时间	2013-2-7	0	CUTEG画集其中1个是妹妹！_百度百科	
2005年上海市高校学生嵌入式系统创新设计竞赛获奖作品论文集的作者	竞赛评审委员会	0	8885.2005年上海市高校学生嵌入式系统创新设计竞赛获奖作品论文集	
21世纪中国高校法学系列教材：环境与资源保护法的类型	环境法	0	21世纪中国高校法学系列教材：环境与资源保护法_百度百科	
上虞都市网的总部地点	浙江省东北部	1	浙江省东北部	来自百度百科
amurs的拉丁文	MUSES	0	amurs-360百科	
21世纪初长江三角洲区域发展战略研究的装帧	精装	0	企业集聚与城市发展的制度分析：长江三角洲地区城市发展的路径探...	
三部曲I：哭泣的绿地的片长	170 min	1	2小时50分钟	来自百度百科
万里社区网的类型	网站	0	万里社区网_百度百科	
WBT的几种意思	用简短的文字给出严谨确切的定义、船舶上的用于盛放压载水的箱柜、.国际商业犯罪联合调查科	0	WBT_百度百科	
Torque引擎的模仿	“garage band”	0	Torque引擎初探_python二级题库-CSDN博客	
sGkz中927的编号	123	0	sGkz中927_百度百科	
Ewald, JR的出生日期	1855	1	1855年	来自百度百科
一定更漂亮Photoshop人像编修的书名	一定更漂亮Photoshop人像编修	0	要一个历史人物书的书名和索书号_百度知道	
万城N309(4GB)的存储容量	4GB	1	4GB	来自百度百科
上高县人民防空办公室的主管	人民防空工作	1	人民防空工作	来自百度百科
一笑且倾城的小说进度	连载	0	嗜血都城-第三十三章 倾城一笑-爱阅小说网	
ZTE中兴X960的手机类型	时尚手机	0	ZTE中兴X960_百度百科	
D大调第十五钢琴奏鸣曲的音乐风格	悲伤	0	D大调第十五钢琴奏鸣曲_百度百科	
与公司共命运2的装帧	平装	0	与公司共命运2_百度百科	
E9-企业管理流程实训平台的课程	学前学后能力测	0	E9-企业管理流程实训平台_百度百科	
上寨自然村（云南临翔区忙畔街道下辖村）的所属地区	云南临翔区	0	上寨自然村_百度百科	
S小说的中文名	S小说	0	S名单_百度百科	
LG LS-U3611DA的制冷功率	1290W	1	1290W	来自百度百科
上城汤廷的楼盘名	上城汤廷	0	上城汤廷_秦皇岛上城汤廷详情-秦皇岛搜狐焦点网	
Crazy Shepherd的中文名	疯狂牧羊人	0	疯狂牧羊人 Crazy Shepherd_百度百科	
万科金域缇香二期的中文名	万科金域缇香二期	0	万科金域缇香二期_百度百科	
Gemcraft的开发网站	Game In A Bottle	0	【GemCraft】同开发商应用 - iOS App开发者|其他产品|公司其他...	
2013德国法兰克福书博会的中文名	2013德国法兰克福书博会	0	2013德国法兰克福书博会_百度百科	
WAP网门户的作用	为行业提供交流、为企业提供服务	0	WAP网门户_百度百科	
不知高下的中文名	不知高下	0	不知高下_百度百科	
上海网络作家协会的成立时间	2014年7月3日	1	2014年7月3日	来自百度百科
DQ冰淇淋（悠唐店）的餐馆名称	DQ冰淇淋(悠唐店)	0	DQ冰淇淋（悠唐店）_百度百科	
X10CRNI17-2的中文名	X10CRNI17-2	0	X10CRNI17-2_百度百科	
2D胖哥历险记的中文名	2D胖哥历险记	0	2D胖哥历险记_百度百科	
一品妃：妖精出逃的小说进度	连载	0	一品土地爷-第一章 【和妖精算账】-爱阅小说网	
万家佩的出生日期	1936年10月	0	万家佩_百度百科	
一千年的悲伤的中文名	一千年的悲伤	0	千年的忧伤_百度百科	
FAG NJ206-E-TVP2轴承的型号	NJ206-E-TVP2	0	浙江FAG轴承型号 口碑推荐「无锡悉孚瑞轴承供应」 - 枣阳论坛	
122-40-7的外文名	alpha-amylcinnamaldehyde, mixture of cis and	0	122-40-7_甲位戊基桂醛CAS号:122-40-7/甲位戊基桂醛中英文名/分子...	
七天成为看盘高手的译者	陈铭逊　著	0	七天成为看盘高手_百度百科	
SARA（游戏玩家sara）的国籍	中国	0	SARA_百度百科	
Word 2000中文版功能详解的定价	29.50元	0	陈河南《Microsoft Word 2000 中文版功能详解》- 买旧书 上有路	
POSON派森的产品	汽车芳香内饰品,汽车芳香剂等、汽车养护护理用品,汽车芳香内饰品,汽车芳香剂等等产品	0	POSON派森_百度百科	
Photoshop CS2与Corel DRAW 12现代产品包装设计与制作的出版社	机械工业出版社	0	Photoshop CS2与Corel DRAW 12现代产品包装设计与制作 (豆瓣)	
三点一面的外文名	Tri	1	Tri	来自百度百科
上海伊斯曼电气有限公司的经营范围	纺织、服装、制鞋等企业供应	0	上海伊斯曼电气有限公司_百度百科	
Photoshop CS5平面设计标准教程案例应用篇的书名	Photoshop CS5平面设计标准教程案例应用篇	0	[Photoshop CS5平面设计标准教程案例应用篇] 图书价格_书籍图片_...	
三生缘兰灵篇的作者	嘉荟	0	三生缘兰灵篇_百度百科	
Vanessa-maeChoreography(缤纷之舞)的中文名	缤纷之舞	0	Vanessa-maeChoreography（缤纷之舞）_百度百科	
FindClosePrinterChangeNotification的说明	关闭用FindFirstPrint	0	Windows 8 DLL File Information - spoolss.dll	
七少成神记的连载网站	纵横中文网	0	千呼万唤始出来,七少的网站上线啦! - 日记 - 豆瓣	
SKF OH30/850HE轴承的内径	800mm	1	800毫米	来自百度百科
(2009)国家司法考试的定价	35.00元	0	(2009)国家司法考试_百度百科	
Shanice Wilson的中文名	沙妮丝·威尔逊	1	沙妮丝·威尔逊	来自百度百科
irony（Wonder Girls 演唱单曲）的编曲	<a>朴振荣</a>	0	irony_百度百科	
C#程序设计教程的中文名	C#程序设计教程	0	C 语言教程 | 菜鸟教程	
Solaris（Two Steps From Hell 2013年最新录音室专辑）的唱片公司	Self-released	0	Solaris_百度百科	
Zeitgeist的语言	英语	0	时代精神_百度百科	
hagougou的外文名称	hagougou	0	hagougou_百度百科	
三星SGH-E258的上市时间	2006年11月	1	2006年11月	来自百度百科
EASS的中文名	东亚联合社会调查	1	东亚联合社会调查	来自百度百科
iCal的类型	互联网	0	ical格式_ical是什么	
API标准螺旋钢管的材质	X42、X46、X60、X52、X56	0	API标准螺旋钢管_百度百科	
Sade Adu的民族	易巴丹	1	易巴丹	来自百度百科
与贪财状元有染的写作进程	连载	0	与贪财状元有染_百度百科	
1-乙氧羰基-4-哌啶酮的是否处方药	非处方药	0	1-乙氧羰基-4-哌啶酮_百度百科	
上海市城市建设档案馆的基本职能	管理全市的城建档案工作	0	上海市城市建设档案馆_百度百科	
“哈尔滨”号112导弹驱逐舰的吃水	5.1米	0	112哈尔滨号驱逐舰 -搜狐军事频道	
上海轩广防水材料有限公司的经营范围	防水材料	0	上海轩广防水材料有限公司_百度百科	
DNF之异界机械战神的连载网站	纵横中文网	0	DNF之异界机械战神最新章节列表,DNF之异界机械战神全文阅..._58小说	
NSK HR33013J轴承的轴承系列	圆锥滚子轴承	0	NSK圆锥滚子轴承H***060XJ-绢花交易网	
上海磐厚投资管理有限公司的成立时间	2011年3月31日	1	2011年	来自百度百科
1977年7月10日的星期	星期日	0	1977年7月10日_百度百科	
万圣节幽灵的出版时间	2011-1	1	2011年1月	来自百度百科
2011年全国两会记者会专辑—两会热点面对面的定价	12元	0	《2019政策热点面对面 全国两会政策热点解读 中国言实出版社...	
Evelyn（香港模特）的中文名	蔡颖恩	0	这个香港模特叫什么名字?_百度知道	
ZKT8中空钢的标准	GB/T1301—1994	0	ZKT8中空钢_百度百科	
SKF 609-2RZ轴承的轴承内径	9mm	1	9毫米	来自百度百科
Villa Maia的酒店地址	Cala Vadella, 07830 卡拉瓦德亚	0	Almaia Villa预订及价格查询【携程海外酒店】Almaia Villa	
15.哪吒闹海/16.济公？？？？？？？？？？？？？？ 我的贴贴童话书系列的ISBN	9787539178240	0	我的贴贴童话书系列:哪吒闹海+济公(注音版 附精美贴贴纸40张)	
J·斯蒂里的英文名	JonathanSteele	1	JonathanSteele	来自百度百科
123影视的资质	民营	0	成人影视	
专属天使的羽翼的作者	汐若筱雪	1	汐若筱雪	来自百度百科
2011管理类专业学位联考综合能力考试逻辑习题归类精编的出版时间	2010年04月	1	2010年4月	来自百度百科
Protel99SE&DXP电路设计教程的作者	<a>王庆</a>	0	Protel99se下载_Protel99se免费下载[电子设计]-下载之家	
上登假日公寓酒店的周围景观	三大海滩、布罗德海滩、黄金海岸公共交通优惠卡、温德姆邮轮、冲浪者天堂、海洋世界、太平洋购物中心、冲浪者天堂海边市场、黄金海岸艺术中心、Q1大楼、冲浪者天堂购物街	0	上登假日公寓酒店_百度百科	
上海（深圳）乾瀚环保科技有限公司的成立时间	2006	1	2006年	来自百度百科
上海中和至成投资咨询有限公司的公司性质	有限公司	0	上海中和至成投资咨询有限公司_百度百科	
IBM主机技术一本通的开本	16开	0	IBM主机技术一本通_百度百科	
snRNA激活蛋白复合体第三亚基的中文名	snRNA激活蛋白复合体第三亚基	0	snRNA激活蛋白复合体第二亚基_百度百科	
4-哌啶甲酸的EINECS	207-872-3	0	4-哌啶甲酸_百度百科	
1979-2010中国电视广告艺术的书名	1979-2010中国电视广告艺术	0	环保法治三十年:我们成功了吗—中国环保法治蓝皮书(1979-2010)	
一叶茶餐厅的餐馆名称	一叶茶餐厅	0	茶餐厅店名大全-起名网	
Windows Linux和NetWare混合标准教程的页数	285	1	285页	来自百度百科
kindeditor的软件大小	1141 KB	1	1.44M	来自百度百科
AB级考试高分词汇巧记·速记60天突破YY的ISBN	9787561142745	0	香奈儿spf10cendant威珀Gap宇皓天鉴(汽配) HOMEEHEILANBYD/...	
2010中国基金会等级评价百强榜的成员	卢晋川、苏予、雷茜	0	2010中国基金会等级评价百强榜_百度百科	
N,N-二甲基甲酰胺二异丙基缩醛的外文名	N,N-dimethylformamide diisopropyl acetal	1	N,N-Dimethylformamide diisopropyl acetal	来自百度百科
NTN 30317DU轴承的中文名	NTN 30317DU轴承	0	NTN 30317DU轴承_百度百科	
七彩虹烈火440SE CV版 DDR的中文名	七彩虹烈火440SE CV版 DDR	0	七彩虹烈火440SE CV版 DDR_百度百科	
三丫树自然村的面积	6.75平方公里	1	6.75平方千米	来自百度百科
万川诗歌集的作者	孤冰文学	1	孤冰	来自百度百科
CS挑战赛中文版的游戏类型	射击类	1	射击类	来自百度百科
R·伊尔姆斯皮的身高	190厘米	1	190厘米	来自百度百科
“黑暗序曲”的中文名	“黑暗序曲”	0	黑暗序曲_百度百科	
七年情劫，痴心挑战花心的中文名	七年情劫,痴心挑战花心	0	七年情劫，痴心挑战花心_百度百科	
SD同人——VOICES的中文名	SD同人——VOICES	0	《SD同人——VOICES》井汐_【衍生小说|言情小说】_晋江文学城	
Pop Underground的黄金时期	70年代至80年代早期	0	News - The Pop Underground	
am（访问管理(access management)）的功能优点	可防御ARP攻击、配置简单	0	am_百度百科	
AutoCAD经典设计实例集粹的出版时间	2001-8-1	1	2001年8月1日	来自百度百科
SHE（东方神起演唱歌曲）的专辑	WHY (Keep your head down)	0	SHE_百度百科	
